STATE,zipcode,N1,A02650
AL,35671,110,17772
AL,35671,0,0
AL,35672,960,12381
AL,35672,660,23843
AL,35672,380,23292
AL,35672,230,20179
AL,35672,220,29699
AL,35672,30,8518
AL,35673,1310,17829
AL,35673,820,30262
AL,35673,510,31587
AL,35673,380,33262
AL,35673,410,54045
AL,35673,40,12782
AL,35674,3140,40536
AL,35674,1930,69834
AL,35674,1090,68095
AL,35674,720,62388
AL,35674,730,93716
AL,35674,100,66310
AL,35677,320,3992
AL,35677,190,6913
AL,35677,130,7613
AL,35677,50,4300
AL,35677,60,9410
AL,35677,0,0
AL,35739,780,10105
AL,35739,550,20097
AL,35739,300,18740
AL,35739,200,17417
AL,35739,220,28115
AL,35739,20,6110
AL,35740,600,8062
AL,35740,390,13604
AL,35740,170,10621
AL,35740,110,9034
AL,35740,110,14592
AL,35740,0,0
AL,35741,390,4327
AL,35741,250,9178
AL,35741,180,11123
AL,35741,120,10092
AL,35741,290,41984
AL,35741,170,75531
AL,35744,390,5188
AL,35744,250,9148
AL,35744,140,8469
AL,35744,70,6219
AL,35744,40,6262
AL,35744,0,0
AL,35746,140,1953
AL,35746,90,3347
AL,35746,60,3500
AL,35746,40,4112
AL,35746,0,0
AL,35746,0,0
AL,35747,930,11699
AL,35747,530,19491
AL,35747,330,20165
AL,35747,230,19728
AL,35747,280,37176
AL,35747,40,13126
AL,35748,1070,13559
AL,35748,580,21043
AL,35748,350,21926
AL,35748,250,22122
AL,35748,520,71162
AL,35748,170,73268
AL,35749,3240,39280
AL,35749,2130,78989
AL,35749,1570,98732
AL,35749,1330,116048
AL,35749,2120,287192
AL,35749,310,93735
AL,35750,2190,27880
AL,35750,1350,49686
AL,35750,870,54204
AL,35750,540,46594
AL,35750,630,82734
AL,35750,70,16859
AL,35752,400,5634
AL,35752,230,8058
AL,35752,100,6413
AL,35752,60,5259
AL,35752,70,9951
AL,35752,0,0
AL,35754,930,12197
AL,35754,490,17540
AL,35754,250,15755
AL,35754,170,15120
AL,35754,230,31322
AL,35754,40,11903
AL,35755,90,1136
AL,35755,70,2577
AL,35755,50,3236
AL,35755,0,0
AL,35755,30,5568
AL,35755,0,0
AL,35756,1650,19331
AL,35756,1060,39966
AL,35756,910,57655
AL,35756,850,74305
AL,35756,1540,211011
AL,35756,340,102240
AL,35757,1880,22138
AL,35757,1220,45736
AL,35757,990,62366
AL,35757,890,78893
AL,35757,1610,221395
AL,35757,270,75464
AL,35758,6220,71396
AL,35758,3360,123920
AL,35758,2520,158696
AL,35758,2170,191206
AL,35758,4950,693366
AL,35758,1590,554881
AL,35759,1000,12422
AL,35759,730,27013
AL,35759,630,39394
AL,35759,490,42709
AL,35759,710,94741
AL,35759,100,30403
AL,35760,830,10482
AL,35760,520,18722
AL,35760,310,19015
AL,35760,180,15916
AL,35760,190,24572
AL,35760,40,13063
AL,35761,1730,22346
AL,35761,1130,41850
AL,35761,760,47256
AL,35761,530,46308
AL,35761,730,97689
AL,35761,130,41380
AL,35763,1710,17874
AL,35763,920,34494
AL,35763,760,48467
AL,35763,780,68690
AL,35763,2200,312420
AL,35763,770,267564
AL,35764,90,1199
AL,35764,80,2747
AL,35764,40,2207
AL,35764,30,2974
AL,35764,0,0
AL,35764,0,0
AL,35765,680,9358
AL,35765,360,13071
AL,35765,210,12743
AL,35765,110,9287
AL,35765,100,11458
AL,35765,0,0
AL,35768,2140,28465
AL,35768,1280,46167
AL,35768,620,38289
AL,35768,330,28639
AL,35768,320,41527
AL,35768,70,26807
AL,35769,1630,21412
AL,35769,920,33476
AL,35769,550,34528
AL,35769,350,30285
AL,35769,530,71440
AL,35769,130,90020
AL,35771,600,8044
AL,35771,400,14282
AL,35771,190,11386
AL,35771,100,8620
AL,35771,90,12667
AL,35771,0,0
AL,35772,860,11719
AL,35772,560,19743
AL,35772,240,14809
AL,35772,120,10516
AL,35772,140,20322
AL,35772,0,0
AL,35773,2080,27181
AL,35773,1300,47746
AL,35773,780,48634
AL,35773,480,41370
AL,35773,590,78045
AL,35773,90,25263
AL,35775,170,2345
AL,35775,60,2017
AL,35775,30,1952
AL,35775,20,1862
AL,35775,20,2583
AL,35775,0,0
AL,35776,570,7403
AL,35776,410,14567
AL,35776,220,13606
AL,35776,120,10014
AL,35776,90,11888
AL,35776,0,0
AL,35801,2980,35958
AL,35801,1920,71409
AL,35801,1260,78598
AL,35801,1020,90168
AL,35801,1880,262513
AL,35801,1000,529919
AL,35802,3580,43926
AL,35802,2090,76877
AL,35802,1330,82957
AL,35802,1080,95007
AL,35802,2090,287425
AL,35802,840,362886
AL,35803,3780,45362
AL,35803,2370,88217
AL,35803,1840,115875
AL,35803,1530,134452
AL,35803,2770,380339
AL,35803,580,175280
AL,35805,6170,85121
AL,35805,2110,72678
AL,35805,510,31072
AL,35805,190,16737
AL,35805,140,22503
AL,35805,0,0
AL,35806,3380,43072
AL,35806,2180,80186
AL,35806,1440,90311
AL,35806,1050,92635
AL,35806,1970,274609
AL,35806,460,158605
AL,35808,60,665
AL,35808,70,2618
AL,35808,80,5368
AL,35808,80,7092
AL,35808,110,16961
AL,35808,0,0
AL,35810,7430,100413
AL,35810,3620,128197
AL,35810,1370,83959
AL,35810,650,56391
AL,35810,550,71288
AL,35810,50,15364
AL,35811,4440,56439
AL,35811,2700,99220
AL,35811,1780,111043
AL,35811,1350,117838
AL,35811,1840,245965
AL,35811,300,97188
AL,35816,3900,50381
AL,35816,1270,44262
AL,35816,350,21324
AL,35816,170,14463
AL,35816,140,18412
AL,35816,20,8249
AL,35824,980,12989
AL,35824,710,26268
AL,35824,570,35609
AL,35824,460,40135
AL,35824,820,112965
AL,35824,200,66763
AL,35901,3720,49168
AL,35901,1670,59713
AL,35901,790,48681
AL,35901,500,43745
AL,35901,520,69688
AL,35901,270,129754
AL,35903,3610,48803
AL,35903,1780,63228
AL,35903,880,54547
AL,35903,470,40549
AL,35903,380,48564
AL,35903,50,16216
AL,35904,2640,35015
AL,35904,1390,50198
AL,35904,620,37925
AL,35904,350,29989
AL,35904,230,28851
AL,35904,40,12443
AL,35905,1040,12780
AL,35905,690,24730
AL,35905,390,24738
AL,35905,250,21645
AL,35905,250,32595
AL,35905,40,12545
AL,35906,1750,23006
AL,35906,1030,37872
AL,35906,580,36472
AL,35906,440,37916
AL,35906,430,56968
AL,35906,100,38040
AL,35907,1120,13779
AL,35907,810,30851
AL,35907,630,39652
AL,35907,490,42753
AL,35907,540,70381
AL,35907,80,28941
AL,35950,4590,67079
AL,35950,2440,85701
AL,35950,870,53390
AL,35950,490,42559
AL,35950,410,52816
AL,35950,90,36777
AL,35951,2660,36726
AL,35951,1250,44336
AL,35951,510,30762
AL,35951,260,22368
AL,35951,210,27552
AL,35951,50,23556
AL,35952,1160,15434
AL,35952,720,26468
AL,35952,410,24947
AL,35952,220,18765
AL,35952,170,24435
AL,35952,0,0
AL,35953,1160,15240
AL,35953,800,29157
AL,35953,430,26841
AL,35953,270,23120
AL,35953,240,31215
AL,35953,20,7814
AL,35954,2360,30776
AL,35954,1250,45345
AL,35954,570,35207
AL,35954,290,24796
AL,35954,200,24966
AL,35954,20,11189
AL,35956,1500,19843
AL,35956,860,31401
AL,35956,460,28766
AL,35956,290,25045
AL,35956,200,25162
AL,35956,20,8273
AL,35957,3140,42546
AL,35957,1640,58347
AL,35957,710,43956
AL,35957,420,36801
AL,35957,310,39963
AL,35957,60,23010
AL,35958,510,6449
AL,35958,300,11223
AL,35958,190,11643
AL,35958,80,7386
AL,35958,80,11254
AL,35958,0,0
AL,35959,720,9121
AL,35959,470,16735
AL,35959,250,15608
AL,35959,140,11700
AL,35959,130,16800
AL,35959,20,7682
AL,35960,1620,21051
AL,35960,850,30919
AL,35960,500,31665
AL,35960,290,25200
AL,35960,320,40595
AL,35960,50,17036
AL,35961,1180,17114
AL,35961,650,22590
AL,35961,220,13638
AL,35961,100,8707
AL,35961,90,14460
AL,35961,0,0
AL,35962,1390,19203
AL,35962,780,27425
AL,35962,270,16559
AL,35962,140,12281
AL,35962,110,19519
AL,35962,0,0
AL,35963,280,3644
AL,35963,170,6243
AL,35963,70,4049
AL,35963,40,3092
AL,35963,20,2845
AL,35963,0,0
AL,35966,620,7986
AL,35966,350,12801
AL,35966,190,11671
AL,35966,100,9056
AL,35966,80,11438
AL,35966,0,0
AL,35967,2990,40478
AL,35967,1620,57999
AL,35967,780,48448
AL,35967,370,32513
AL,35967,330,42973
AL,35967,80,36023
AL,35968,980,13076
AL,35968,630,22333
AL,35968,300,18460
AL,35968,180,15606
AL,35968,140,18698
AL,35968,40,16805
AL,35971,820,11113
AL,35971,460,16579
AL,35971,220,13888
AL,35971,120,10636
AL,35971,100,12539
AL,35971,20,7941
AL,35972,210,2672
AL,35972,130,4570
AL,35972,80,4763
AL,35972,50,4005
AL,35972,40,6783
AL,35972,0,0
AL,35973,440,5862
AL,35973,290,10150
AL,35973,130,8010
AL,35973,90,7437
AL,35973,50,5715
AL,35973,0,0
AL,35974,330,4224
AL,35974,200,7216
AL,35974,90,5815
AL,35974,40,3465
AL,35974,40,7061
AL,35974,0,0
AL,35975,160,2246
AL,35975,110,4047
AL,35975,70,4687
AL,35975,0,0
AL,35975,20,3355
AL,35975,0,0
AL,35976,3050,38495
AL,35976,1550,56352
AL,35976,900,56280
AL,35976,560,48947
AL,35976,690,94188
AL,35976,260,110239
AL,35978,910,12007
AL,35978,540,19370
AL,35978,270,16693
AL,35978,120,10320
AL,35978,120,23513
AL,35978,0,0
AL,35979,250,3413
AL,35979,150,5480
AL,35979,80,4858
AL,35979,30,2760
AL,35979,30,3878
AL,35979,0,0
AL,35980,890,12422
AL,35980,510,18422
AL,35980,200,12513
AL,35980,110,9623
AL,35980,90,13076
AL,35980,0,0
AL,35981,390,4848
AL,35981,200,7265
AL,35981,130,7833
AL,35981,60,5415
AL,35981,40,5173
AL,35981,0,0
AL,35983,600,7901
AL,35983,340,12213
AL,35983,210,12996
AL,35983,110,9188
AL,35983,120,18032
AL,35983,0,0
AL,35984,340,4421
AL,35984,200,7463
AL,35984,90,5292
AL,35984,50,4434
AL,35984,70,11887
AL,35984,0,0
AL,35986,1380,18128
AL,35986,830,30579
AL,35986,390,24572
AL,35986,240,21159
AL,35986,240,30760
AL,35986,30,11048
AL,35987,410,5501
AL,35987,260,9247
AL,35987,130,7771
AL,35987,80,6606
AL,35987,90,14354
AL,35987,0,0
AL,35988,330,4319
AL,35988,180,6133
AL,35988,100,5884
AL,35988,50,4556
AL,35988,30,4020
AL,35988,0,0
AL,35989,610,8219
AL,35989,320,11351
AL,35989,130,8212
AL,35989,70,6347
AL,35989,80,9761
AL,35989,30,9599
AL,36003,400,5570
AL,36003,180,6340
AL,36003,90,5578
AL,36003,50,4383
AL,36003,50,8231
AL,36003,0,0
AL,36005,300,4270
AL,36005,180,6432
AL,36005,100,6426
AL,36005,50,4568
AL,36005,50,6592
AL,36005,0,0
AL,36006,240,3079
AL,36006,150,5276
AL,36006,90,5257
AL,36006,40,3747
AL,36006,50,7657
AL,36006,0,0
AL,36009,420,5362
AL,36009,270,10052
AL,36009,130,8084
AL,36009,90,7948
AL,36009,80,10460
AL,36009,20,7997
AL,36010,1100,15426
AL,36010,550,19971
AL,36010,220,13768
AL,36010,110,9631
AL,36010,110,16784
AL,36010,0,0
AL,36013,60,636
AL,36013,60,2639
AL,36013,0,0
AL,36013,30,2492
AL,36013,50,9223
AL,36013,0,0
AL,36016,620,8897
AL,36016,350,12254
AL,36016,120,7771
AL,36016,70,6105
AL,36016,60,9509
AL,36016,0,0
AL,36017,350,5177
AL,36017,150,5308
AL,36017,60,3661
AL,36017,50,4727
AL,36017,0,0
AL,36017,0,0
AL,36020,270,3630
AL,36020,140,4918
AL,36020,50,3223
AL,36020,40,3737
AL,36020,30,3648
AL,36020,0,0
AL,36022,1780,23132
AL,36022,1200,44383
AL,36022,900,56603
AL,36022,790,69058
AL,36022,850,110477
AL,36022,70,28024
AL,36024,1010,12743
AL,36024,670,24218
AL,36024,410,25207
AL,36024,230,19903
AL,36024,210,28630
AL,36024,60,19749
AL,36025,640,8424
AL,36025,450,16461
AL,36025,220,13519
AL,36025,150,12996
AL,36025,170,23215
AL,36025,0,0
AL,36026,140,1757
AL,36026,90,3213
AL,36026,80,4883
AL,36026,50,4496
AL,36026,60,11051
AL,36026,0,0
AL,36027,3180,41995
AL,36027,1580,55786
AL,36027,600,37138
AL,36027,390,33918
AL,36027,440,58022
AL,36027,70,23578
AL,36028,320,3806
AL,36028,210,7437
AL,36028,90,5917
AL,36028,30,2850
AL,36028,50,7307
AL,36028,0,0
AL,36029,150,2106
AL,36029,100,3591
AL,36029,40,2600
AL,36029,20,2038
AL,36029,50,9083
AL,36029,0,0
AL,36030,100,1308
AL,36030,60,2205
AL,36030,30,2805
AL,36030,0,0
AL,36030,0,0
AL,36030,0,0
AL,36032,550,7775
AL,36032,320,11221
AL,36032,120,7350
AL,36032,40,3397
AL,36032,40,6189
AL,36032,0,0
AL,36033,820,11057
AL,36033,450,16203
AL,36033,180,11054
AL,36033,100,8296
AL,36033,80,12147
AL,36033,0,0
AL,36034,120,1590
AL,36034,110,4007
AL,36034,50,3112
AL,36034,20,2095
AL,36034,20,3045
AL,36034,0,0
AL,36035,340,4486
AL,36035,210,7629
AL,36035,130,8160
AL,36035,60,5132
AL,36035,70,8837
AL,36035,0,0
AL,36036,370,5294
AL,36036,240,8718
AL,36036,100,5765
AL,36036,60,5432
AL,36036,50,5712
AL,36036,0,0
AL,36037,2780,37760
AL,36037,1440,50958
AL,36037,610,37560
AL,36037,330,28395
AL,36037,330,43991
AL,36037,70,36917
AL,36039,60,832
AL,36039,30,1141
AL,36039,30,2025
AL,36039,0,0
AL,36039,0,0
AL,36039,0,0
AL,36040,890,12740
AL,36040,460,16129
AL,36040,120,7305
AL,36040,60,5054
AL,36040,40,5458
AL,36040,0,0
AL,36041,230,3215
AL,36041,180,6189
AL,36041,80,4824
AL,36041,50,4152
AL,36041,30,4419
AL,36041,0,0
AL,36042,210,2813
AL,36042,150,5570
AL,36042,70,4146
AL,36042,60,5362
AL,36042,40,6573
AL,36042,0,0
AL,36043,690,9309
AL,36043,410,14514
AL,36043,230,13994
AL,36043,150,12749
AL,36043,190,24481
AL,36043,30,10625
AL,36046,260,3685
AL,36046,150,5513
AL,36046,70,4180
AL,36046,50,4075
AL,36046,50,8785
AL,36046,0,0
AL,36047,300,4203
AL,36047,170,6085
AL,36047,70,4234
AL,36047,30,2833
AL,36047,40,7520
AL,36047,0,0
AL,36048,310,4394
AL,36048,140,4923
AL,36048,60,3611
AL,36048,30,2853
AL,36048,30,4412
AL,36048,0,0
AL,36049,1000,13678
AL,36049,640,22937
AL,36049,270,16978
AL,36049,180,15307
AL,36049,160,21674
AL,36049,40,12111
AL,36051,430,5700
AL,36051,240,8351
AL,36051,120,7532
AL,36051,90,7668
AL,36051,60,9965
AL,36051,0,0
AL,36052,130,1516
AL,36052,80,2881
AL,36052,30,2203
AL,36052,40,3173
AL,36052,80,10956
AL,36052,30,9221
AL,36053,450,6393
AL,36053,220,7614
AL,36053,60,3744
AL,36053,30,2703
AL,36053,30,4623
AL,36053,0,0
AL,36054,2530,34283
AL,36054,1780,64865
AL,36054,920,57547
AL,36054,590,50950
AL,36054,690,91055
AL,36054,80,26970
AL,36064,1190,14893
AL,36064,770,28618
AL,36064,590,37449
AL,36064,520,46103
AL,36064,940,131261
AL,36064,330,137050
AL,36066,2790,35206
AL,36066,1920,70844
AL,36066,1430,89918
AL,36066,1080,94764
AL,36066,1260,164846
AL,36066,140,46231
AL,36067,4550,58816
AL,36067,2550,92003
AL,36067,1440,89315
AL,36067,990,86380
AL,36067,1300,172293
AL,36067,180,57229
AL,36069,360,4748
AL,36069,230,8164
AL,36069,100,6063
AL,36069,60,5536
AL,36069,60,12575
AL,36069,0,0
AL,36071,170,2363
AL,36071,110,3774
AL,36071,40,2803
AL,36071,30,3627
AL,36071,0,0
AL,36071,0,0
AL,36075,410,5762
AL,36075,260,9269
AL,36075,80,5052
AL,36075,40,3262
AL,36075,50,8730
AL,36075,0,0
AL,36078,2350,30801
AL,36078,1480,54689
AL,36078,810,49871
AL,36078,460,39881
AL,36078,430,55507
AL,36078,80,30298
AL,36079,1530,20177
AL,36079,900,32673
AL,36079,470,29099
AL,36079,280,24445
AL,36079,320,42781
AL,36079,70,22714
AL,36080,340,4210
AL,36080,240,8820
AL,36080,140,8836
AL,36080,120,10704
AL,36080,140,19840
AL,36080,30,9277
AL,36081,3050,40032
AL,36081,1290,46393
AL,36081,570,35759
AL,36081,410,35501
AL,36081,430,57604
AL,36081,120,67901
AL,36083,2040,27782
AL,36083,1040,36669
AL,36083,310,19002
AL,36083,150,12781
AL,36083,130,19763
AL,36083,0,0
AL,36088,680,8714
AL,36088,260,9246
AL,36088,80,4990
AL,36088,40,3143
AL,36088,30,4359
AL,36088,0,0
AL,36089,1720,25624
AL,36089,770,26773
AL,36089,260,15620
AL,36089,80,7198
AL,36089,80,11150
AL,36089,20,7061
AL,36091,670,9224
AL,36091,420,15275
AL,36091,190,11765
AL,36091,120,10529
AL,36091,130,18717
AL,36091,0,0
AL,36092,3550,48465
AL,36092,2210,80106
AL,36092,1270,78529
AL,36092,750,65402
AL,36092,740,96648
AL,36092,90,33353
AL,36093,1200,14747
AL,36093,860,32393
AL,36093,740,46985
AL,36093,670,59322
AL,36093,1100,147840
AL,36093,180,66487
AL,36104,1610,21268
AL,36104,540,19149
AL,36104,170,10615
AL,36104,90,8324
AL,36104,120,15779
AL,36104,50,21603
AL,36105,2930,40176
AL,36105,1120,39325
AL,36105,340,20575
AL,36105,160,14353
AL,36105,200,28222
AL,36105,40,12511
AL,36106,2440,32896
AL,36106,1650,60573
AL,36106,980,61483
AL,36106,620,54273
AL,36106,800,110028
AL,36106,370,167613
AL,36107,2000,28304
AL,36107,920,31925
AL,36107,260,15871
AL,36107,100,8437
AL,36107,80,11083
AL,36107,0,0
AL,36108,5210,72229
AL,36108,2070,72840
AL,36108,560,33898
AL,36108,210,18528
AL,36108,160,24134
AL,36108,0,0
AL,36109,4240,56740
AL,36109,3190,117459
AL,36109,1760,109200
AL,36109,1070,93556
AL,36109,1000,130114
AL,36109,170,64928
AL,36110,3230,44343
AL,36110,1270,44558
AL,36110,300,17895
AL,36110,100,8175
AL,36110,80,11217
AL,36110,0,0
AL,36111,2570,34605
AL,36111,1450,52162
AL,36111,590,36646
AL,36111,330,28574
AL,36111,490,68674
AL,36111,340,171480
AL,36113,140,2374
AL,36113,70,2452
AL,36113,30,1870
AL,36113,50,3940
AL,36113,80,10546
AL,36113,0,0
AL,36115,90,1622
AL,36115,100,3731
AL,36115,50,2808
AL,36115,40,3763
AL,36115,0,0
AL,36115,0,0
AL,36116,9760,137007
AL,36116,5110,182815
AL,36116,1950,119805
AL,36116,990,85551
AL,36116,1030,135988
AL,36116,230,82240
AL,36117,7220,95233
AL,36117,5580,205427
AL,36117,3240,201464
AL,36117,2140,187249
AL,36117,2970,403588
AL,36117,1080,526938
AL,36201,3850,50314
AL,36201,1760,62585
AL,36201,680,41207
AL,36201,230,20251
AL,36201,160,23831
AL,36201,0,0
AL,36203,3300,41825
AL,36203,2170,78771
AL,36203,1200,74267
AL,36203,770,66798
AL,36203,810,104124
AL,36203,130,43994
AL,36205,70,881
AL,36205,50,1653
AL,36205,40,2538
AL,36205,30,2206
AL,36205,50,7123
AL,36205,0,0
AL,36206,2050,27680
AL,36206,1340,48414
AL,36206,680,41505
AL,36206,330,28541
AL,36206,250,32051
AL,36206,20,6279
AL,36207,3140,40531
AL,36207,2130,78354
AL,36207,1160,72285
AL,36207,740,64747
AL,36207,860,113771
AL,36207,270,117588
AL,36250,720,9270
AL,36250,500,18688
AL,36250,380,23796
AL,36250,230,20342
AL,36250,230,32373
AL,36250,0,0
AL,36251,940,12960
AL,36251,570,20332
AL,36251,250,15657
AL,36251,150,12950
AL,36251,140,21499
AL,36251,0,0
AL,36255,130,1756
AL,36255,80,3106
AL,36255,70,4361
AL,36255,40,2930
AL,36255,30,6530
AL,36255,0,0
AL,36256,240,3205
AL,36256,190,7087
AL,36256,100,6182
AL,36256,50,4335
AL,36256,40,5380
AL,36256,0,0
AL,36258,260,3229
AL,36258,150,5475
AL,36258,100,5952
AL,36258,50,4110
AL,36258,50,7638
AL,36258,0,0
AL,36260,680,9213
AL,36260,470,16905
AL,36260,280,17037
AL,36260,140,12069
AL,36260,100,13390
AL,36260,0,0
AL,36262,230,2892
AL,36262,140,5277
AL,36262,60,3953
AL,36262,40,3356
AL,36262,30,3529
AL,36262,0,0
AL,36263,90,1278
AL,36263,90,3162
AL,36263,50,3777
AL,36263,0,0
AL,36263,20,3289
AL,36263,0,0
AL,36264,1380,18153
AL,36264,950,35242
AL,36264,540,33278
AL,36264,280,23757
AL,36264,250,32243
AL,36264,40,12444
AL,36265,3260,40652
AL,36265,1770,64712
AL,36265,1060,66008
AL,36265,700,61288
AL,36265,720,93544
AL,36265,100,32876
AL,36266,1050,14404
AL,36266,550,19974
AL,36266,260,15892
AL,36266,150,12448
AL,36266,120,16088
AL,36266,30,10448
AL,36268,870,11789
AL,36268,630,22967
AL,36268,320,19925
AL,36268,190,16603
AL,36268,140,17724
AL,36268,20,7322
AL,36269,200,2587
AL,36269,120,4563
AL,36269,80,4953
AL,36269,30,2620
AL,36269,30,4395
AL,36269,0,0
AL,36271,940,12447
AL,36271,630,22761
AL,36271,390,24194
AL,36271,220,18762
AL,36271,190,24409
AL,36271,30,11648
AL,36272,2220,28527
AL,36272,1240,45028
AL,36272,660,40525
AL,36272,340,29601
AL,36272,280,35013
AL,36272,20,7644
AL,36273,390,5195
AL,36273,260,9453
AL,36273,170,10471
AL,36273,100,8455
AL,36273,110,16746
AL,36273,0,0
AL,36274,2140,29239
AL,36274,1230,43624
AL,36274,510,31266
AL,36274,240,20553
AL,36274,190,24752
AL,36274,30,12054
AL,36276,410,5689
AL,36276,240,8595
AL,36276,100,6185
AL,36276,60,5108
AL,36276,50,6266
AL,36276,0,0
AL,36277,910,12286
AL,36277,670,24392
AL,36277,360,22098
AL,36277,210,18068
AL,36277,150,21506
AL,36277,0,0
AL,36278,750,10364
AL,36278,510,17744
AL,36278,220,13503
AL,36278,150,12901
AL,36278,170,23242
AL,36278,40,20542
AL,36279,400,5175
AL,36279,290,10546
AL,36279,180,11065
AL,36279,90,7757
AL,36279,90,11499
AL,36279,0,0
AL,36280,610,7986
AL,36280,400,14740
AL,36280,210,12741
AL,36280,120,10239
AL,36280,110,15286
AL,36280,0,0
AL,36301,7450,97581
AL,36301,3750,134875
AL,36301,1730,106833
AL,36301,1010,88163
AL,36301,1030,136208
AL,36301,210,78105
AL,36303,6210,80401
AL,36303,2920,103365
AL,36303,1220,76080
AL,36303,880,77146
AL,36303,1100,151682
AL,36303,440,223329
AL,36305,2160,27074
AL,36305,1520,56379
AL,36305,970,60375
AL,36305,760,66708
AL,36305,1030,139158
AL,36305,390,205574
AL,36310,1150,15556
AL,36310,690,24644
AL,36310,310,18753
AL,36310,140,11825
AL,36310,160,20562
AL,36310,40,13306
AL,36311,430,5500
AL,36311,240,8778
AL,36311,160,10010
AL,36311,90,7816
AL,36311,100,14858
AL,36311,0,0
AL,36312,990,12988
AL,36312,660,23720
AL,36312,310,19451
AL,36312,220,19245
AL,36312,200,25929
AL,36312,30,10234
AL,36314,110,1561
AL,36314,70,2397
AL,36314,50,3247
AL,36314,0,0
AL,36314,20,3049
AL,36314,0,0
AL,36316,310,4174
AL,36316,170,6092
AL,36316,110,6730
AL,36316,70,6108
AL,36316,90,14413
AL,36316,0,0
AL,36317,80,1220
AL,36317,40,1569
AL,36317,30,1644
AL,36317,20,2326
AL,36317,0,0
AL,36317,0,0
AL,36318,180,2464
